year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2007,Kia,7514,27.84,1072,166.4,311.9,6,Electric,Automatic,2,175276
2008,Tata,54396,26.29,2122,89.0,247.1,6,Diesel,Automatic,3,87431
1995,Tata,198865,19.09,1329,75.5,203.5,7,Electric,Automatic,1,52222
1996,Tata,169794,25.66,2807,195.5,204.9,6,Petrol,Manual,1,227779
1996,Maruti,121445,18.14,1258,86.2,276.1,4,CNG,Automatic,1,84204
2001,Kia,164379,14.8,2086,182.6,336.6,4,Electric,Automatic,2,175852
2003,Tata,170938,15.52,1815,155.7,340.5,4,Diesel,Manual,1,170698
2018,Ford,17474,27.62,1965,75.3,154.4,5,Diesel,Manual,2,47402
1998,Maruti,130090,22.49,1347,48.2,375.6,5,Diesel,Manual,3,56705
1996,Mahindra,101385,16.24,2802,137.0,245.9,7,Electric,Manual,2,127167
2013,Honda,89242,18.29,1677,191.8,167.0,4,Electric,Manual,1,193387
2020,Kia,54396,14.89,1510,147.9,313.7,7,Petrol,Manual,2,132700
1999,Hyundai,46695,20.99,2372,41.5,189.5,5,Electric,Automatic,1,91030
2003,Toyota,105906,11.18,1398,60.3,332.6,7,CNG,Manual,1,110464
2018,Honda,93058,28.7,971,113.8,366.0,7,Diesel,Automatic,2,107887
2007,Kia,126339,17.24,1410,173.3,398.2,4,Petrol,Automatic,1,221879
2006,Honda,76779,19.87,2010,138.7,378.4,7,Diesel,Manual,2,150068
2013,Maruti,8019,27.75,2020,193.3,266.4,6,Diesel,Manual,2,237419
2003,Renault,193815,25.54,1648,177.8,288.5,6,CNG,Automatic,3,187958
2004,Maruti,7105,20.49,1591,109.4,72.2,6,Electric,Automatic,2,172444
2013,Maruti,32683,23.95,1678,48.8,255.6,5,Diesel,Automatic,1,109339
2004,Ford,40140,11.54,1336,108.5,202.1,4,Diesel,Manual,1,138347
2006,Kia,72728,23.92,1836,98.0,140.6,7,Electric,Manual,3,77254
2008,Toyota,109223,15.23,1919,66.9,239.8,5,CNG,Automatic,2,50560
2002,Volkswagen,111262,25.52,2842,193.7,332.8,5,Electric,Automatic,2,246008
2010,Toyota,164946,19.67,1245,104.2,388.0,4,Petrol,Automatic,3,90917
2011,Mahindra,87211,13.29,1398,193.5,225.9,7,Electric,Manual,2,267999
2014,Mahindra,20350,23.23,2088,79.0,234.8,5,Petrol,Automatic,2,56623
1998,Hyundai,176287,14.77,2562,164.1,394.1,7,CNG,Manual,1,221057
2000,Kia,99663,29.9,944,86.8,253.0,4,Petrol,Manual,2,113979
2006,Volkswagen,108639,25.24,1144,180.4,135.9,4,Electric,Automatic,1,171601
2022,Kia,61444,19.37,1987,77.0,163.4,7,CNG,Manual,3,144198
2012,Kia,127470,12.9,1568,99.0,175.3,5,Diesel,Manual,1,82900
2001,Kia,85369,28.04,1822,77.6,128.2,4,CNG,Automatic,3,121273
1999,Maruti,115113,20.2,1145,144.2,250.8,4,Electric,Automatic,1,175957
2004,Renault,18179,20.75,2633,89.3,396.5,5,Electric,Automatic,1,84529
2000,Renault,195216,20.46,2771,126.1,287.6,5,Diesel,Automatic,2,120658
2021,Toyota,162598,18.35,2946,48.7,95.9,6,Electric,Automatic,2,69447
2008,Volkswagen,103940,21.25,1484,69.2,207.4,6,Diesel,Automatic,3,114519
2000,Maruti,27384,24.56,1276,147.4,136.8,4,Electric,Automatic,3,155458
2008,Maruti,51175,19.84,1196,119.4,344.2,4,Electric,Automatic,3,95392
2006,Maruti,57926,21.33,2849,109.9,292.6,4,CNG,Manual,1,90120
2021,Honda,193912,17.91,1077,118.7,105.0,7,CNG,Automatic,1,160099
2016,Volkswagen,114822,20.3,1886,65.3,314.1,5,Petrol,Automatic,3,111288
2020,Honda,175934,12.1,929,114.6,243.5,6,Electric,Manual,2,100966
2006,Toyota,155505,19.28,1250,42.4,245.5,7,Diesel,Manual,1,79107
2002,Hyundai,143789,21.01,1468,186.1,62.5,4,Petrol,Automatic,2,168277
2004,Kia,122701,29.96,1776,136.9,350.3,4,Diesel,Automatic,3,208296
2010,Volkswagen,64898,25.78,1516,171.0,148.7,6,Diesel,Manual,2,217026
2014,Kia,77618,17.88,1590,118.7,376.3,7,Petrol,Manual,1,134081
2020,Volkswagen,68885,26.43,1254,161.7,323.0,6,Diesel,Manual,1,231517
2002,Ford,22060,26.22,1188,160.4,76.3,6,CNG,Manual,3,195897
2003,Hyundai,92807,17.43,1221,83.7,248.7,7,Diesel,Manual,2,48642
2007,Honda,44076,29.6,1825,197.0,209.6,4,Electric,Automatic,3,282821
2023,Renault,64421,19.1,2538,194.3,339.3,7,CNG,Manual,1,240617
2014,Kia,38589,28.89,2260,91.5,302.7,7,Diesel,Automatic,1,140367
2011,Toyota,11688,17.24,2988,171.2,291.0,7,Diesel,Manual,2,187838
2013,Kia,151397,28.33,2483,85.2,332.0,4,Electric,Manual,1,123913
2011,Toyota,164219,10.32,2184,48.8,252.8,4,Diesel,Manual,2,34758
2001,Hyundai,117274,17.43,1946,107.1,135.7,6,Petrol,Automatic,2,98802
2022,Ford,197942,20.89,1786,194.1,338.7,4,Petrol,Manual,3,276024
1995,Kia,122085,29.25,2105,186.9,141.4,4,Electric,Manual,2,201097
2021,Hyundai,160050,15.3,1666,196.8,301.1,5,Diesel,Manual,1,250042
2014,Renault,163335,20.49,2871,65.9,257.3,4,Electric,Automatic,3,42035
2023,Tata,128930,21.05,2444,70.5,89.6,5,CNG,Manual,3,58636
2008,Kia,29598,16.79,1134,83.0,112.6,5,Petrol,Manual,2,105942
2011,Mahindra,42104,12.3,1463,66.5,182.4,6,Electric,Manual,1,75145
2007,Maruti,10889,25.96,2634,61.2,215.5,5,Diesel,Manual,1,84567
2023,Mahindra,151459,23.32,2848,153.5,322.3,4,Diesel,Manual,2,199973
1996,Volkswagen,36515,13.63,1328,100.3,208.7,4,CNG,Manual,2,132841
2021,Ford,182975,15.57,2384,89.2,243.3,6,Diesel,Automatic,3,70201
2008,Ford,142505,13.86,2358,79.9,208.0,5,CNG,Automatic,1,71919
1995,Toyota,156579,15.02,1419,50.5,371.4,7,Petrol,Automatic,1,30000
2023,Volkswagen,48194,17.35,2877,99.1,240.6,5,CNG,Automatic,1,181261
1999,Tata,81767,18.61,2118,50.8,268.6,4,Diesel,Manual,3,30000
2001,Tata,40250,28.27,1582,83.8,262.2,6,CNG,Manual,2,126692
2013,Volkswagen,35979,18.18,2856,88.2,178.0,5,CNG,Automatic,2,107033
2008,Volkswagen,77252,20.0,945,149.4,198.5,5,CNG,Manual,3,204120
2018,Maruti,138738,29.78,1901,156.3,99.1,7,Diesel,Automatic,2,226619
2008,Mahindra,31387,11.13,1318,118.0,112.2,5,Electric,Manual,3,163514
2009,Ford,188516,15.02,2160,194.9,283.6,4,CNG,Automatic,1,276483
1999,Mahindra,160526,27.98,1679,73.0,323.1,6,Diesel,Automatic,1,71246
1999,Renault,193983,12.58,2446,81.4,223.4,4,Electric,Automatic,1,130267
2023,Maruti,69442,20.93,1260,160.8,316.4,6,CNG,Manual,1,190877
2015,Kia,173095,21.37,1699,149.7,241.8,4,Electric,Automatic,3,178411
2018,Hyundai,98562,27.7,2351,156.5,124.4,6,Electric,Manual,1,221261
1996,Renault,144271,28.73,1622,191.0,202.6,5,CNG,Manual,3,237527
2012,Mahindra,29011,20.49,1232,161.7,340.3,5,Electric,Manual,1,195880
2022,Volkswagen,55101,22.31,1821,189.0,108.9,5,Diesel,Manual,3,188748
2018,Ford,162914,18.11,2892,116.3,170.5,6,Electric,Automatic,1,118045
2003,Ford,122594,12.33,2714,198.6,169.8,6,Petrol,Automatic,3,231409
2021,Maruti,138136,28.66,939,129.3,305.2,5,Petrol,Manual,3,193098
2022,Renault,100706,13.82,2142,131.0,186.7,6,Diesel,Manual,1,136673
2004,Honda,37986,19.6,1090,144.2,222.6,7,Electric,Manual,3,184054
2020,Toyota,65687,21.09,1951,196.4,272.8,5,Diesel,Automatic,2,234662
2012,Honda,97237,16.77,2079,87.3,154.6,7,Diesel,Automatic,1,111548
1998,Hyundai,9053,25.11,1245,162.2,152.0,6,Petrol,Automatic,1,231065
2002,Ford,171100,24.03,1373,181.9,167.6,4,Diesel,Automatic,1,162160
2012,Volkswagen,137481,14.42,2106,110.6,129.4,4,Electric,Automatic,1,130005
2014,Mahindra,38632,19.12,1215,88.0,90.0,6,Electric,Automatic,2,152252
2020,Ford,165393,27.73,1712,196.8,345.7,5,Electric,Automatic,2,222172
2023,Maruti,8995,21.61,2473,185.0,68.9,7,Diesel,Manual,3,203000
2023,Volkswagen,136138,14.66,2791,132.0,220.8,4,CNG,Manual,2,206501
2011,Hyundai,137540,15.11,1435,80.2,395.6,4,Diesel,Manual,1,85815
2010,Tata,197753,19.76,1643,144.4,175.3,5,Electric,Automatic,2,213269
2012,Tata,96429,26.8,892,162.5,89.2,6,CNG,Manual,2,181573
2001,Honda,122477,14.5,1560,106.8,285.4,7,Petrol,Automatic,2,108766
1995,Volkswagen,88206,13.35,2633,176.7,346.3,7,Diesel,Manual,3,224934
2022,Maruti,122142,16.89,2778,138.4,365.2,4,Diesel,Manual,3,156480
1995,Honda,157532,11.19,1961,116.0,209.3,6,CNG,Automatic,2,177747
2012,Toyota,24186,27.87,1182,110.7,305.1,7,Electric,Manual,3,135658
1998,Maruti,159373,19.63,879,71.7,109.3,5,CNG,Manual,2,30000
2017,Ford,25962,27.88,2698,183.4,76.2,5,Petrol,Manual,1,223067
2014,Honda,139100,22.04,2849,199.4,160.5,5,CNG,Automatic,1,267866
2015,Renault,194138,25.02,1734,73.3,110.3,7,Diesel,Automatic,1,132426
2014,Ford,166477,14.28,1162,95.8,208.4,4,Electric,Manual,2,99179
1998,Tata,144635,11.06,1979,112.0,274.8,7,Electric,Automatic,2,119079
2019,Renault,47200,19.6,2155,120.4,341.2,7,Petrol,Automatic,2,144517
2000,Kia,109358,23.03,1604,153.9,327.8,4,Petrol,Automatic,2,215853
2022,Hyundai,108652,13.23,1930,73.2,259.1,5,Diesel,Automatic,1,121198
1997,Volkswagen,27392,12.35,2735,57.2,371.6,4,Petrol,Manual,2,63067
2000,Kia,150737,24.04,2715,143.0,346.6,7,Diesel,Manual,1,216557
2007,Volkswagen,132124,12.18,1318,154.1,122.6,7,CNG,Automatic,3,207081
2017,Mahindra,138420,19.74,2457,114.0,351.0,5,Petrol,Automatic,1,157953
2001,Maruti,154483,11.18,1105,192.1,149.8,4,Electric,Automatic,2,231263
2018,Maruti,8748,11.44,2310,67.6,150.3,4,Electric,Automatic,1,39677
2023,Ford,69491,26.67,1974,136.1,263.6,4,Petrol,Automatic,3,124801
1998,Tata,197561,22.74,1577,153.9,253.6,6,Electric,Automatic,3,183292
1995,Volkswagen,139306,13.09,2116,160.7,179.4,4,Petrol,Automatic,2,140630
2000,Kia,85277,10.83,2850,73.1,107.7,6,Diesel,Automatic,1,118443
2018,Maruti,162667,17.08,2322,85.1,171.0,5,Petrol,Manual,3,85037
1999,Volkswagen,85202,14.33,807,174.8,389.9,4,Electric,Automatic,1,194654
2007,Volkswagen,153404,20.36,1374,90.2,123.7,4,Diesel,Manual,3,148740
2013,Volkswagen,78784,23.56,1837,162.3,186.2,6,CNG,Automatic,1,178220
1998,Volkswagen,30832,15.44,1098,116.1,97.8,7,Electric,Manual,3,93968
2018,Ford,48286,28.98,2599,190.6,294.8,7,Diesel,Automatic,3,236157
2000,Renault,170210,28.7,2323,178.6,238.0,6,Petrol,Automatic,1,181476
2007,Volkswagen,120762,10.62,2748,155.0,268.9,4,Electric,Automatic,3,147276
2023,Toyota,135915,20.7,1255,171.7,359.5,6,Diesel,Automatic,2,181365
1999,Maruti,96752,21.29,2054,121.6,215.2,6,CNG,Automatic,1,149643
2007,Honda,76817,15.72,2787,123.2,198.6,5,Petrol,Automatic,1,119483
2019,Hyundai,11260,15.28,981,130.6,368.7,4,Petrol,Automatic,1,116514
2004,Honda,41585,16.96,1245,82.1,293.0,6,Electric,Manual,3,64135
1997,Tata,35313,19.36,2492,91.4,226.2,4,Electric,Manual,1,66031
2017,Volkswagen,164005,15.42,2837,128.2,83.6,4,Diesel,Automatic,2,207845
2019,Honda,88744,22.13,948,93.2,327.2,7,Diesel,Automatic,1,114237
2021,Volkswagen,96331,28.18,1027,159.1,162.2,6,Electric,Manual,1,234990
2007,Toyota,105002,24.59,1224,127.9,149.8,5,Diesel,Automatic,3,161279
2021,Maruti,78154,12.48,1892,105.8,248.9,4,CNG,Manual,1,173308
2006,Tata,142804,10.69,858,90.1,169.3,6,Diesel,Manual,1,141590
1998,Hyundai,120819,22.88,1801,152.8,312.0,6,Electric,Manual,3,226626
2004,Toyota,127672,23.08,2521,101.1,213.0,5,CNG,Automatic,3,89985
2020,Mahindra,3962,22.72,1105,93.5,399.8,4,CNG,Automatic,2,133980
1997,Mahindra,75697,12.07,2343,124.7,146.9,6,Petrol,Manual,2,154248
2011,Toyota,76818,17.03,1669,48.1,82.3,6,CNG,Automatic,1,85684
2003,Honda,110145,13.46,1458,61.7,260.8,7,Electric,Automatic,1,46457
2023,Toyota,75631,19.5,2178,76.4,385.0,5,Diesel,Automatic,3,137089
1995,Honda,4763,19.85,2853,71.7,384.5,5,Electric,Automatic,2,92023
2012,Honda,59086,10.39,2347,134.3,376.5,6,Electric,Automatic,1,142423
2003,Toyota,131049,25.35,1174,147.1,152.4,7,Electric,Automatic,1,192211
2015,Kia,161075,14.55,2004,60.2,241.1,4,CNG,Manual,3,70569
2014,Kia,91677,28.65,2933,179.5,74.4,7,Petrol,Manual,1,227268
2019,Renault,160607,22.12,2180,195.6,231.5,6,Petrol,Automatic,1,240717
2003,Toyota,171055,28.14,1196,102.0,342.3,5,Petrol,Automatic,1,129074
1996,Hyundai,104694,26.45,1776,126.5,260.0,4,Diesel,Automatic,2,147808
2013,Kia,166913,20.95,1499,69.5,140.6,4,CNG,Manual,1,73662
2022,Tata,159127,22.0,2943,156.7,188.6,6,Diesel,Manual,2,200447
2010,Renault,38475,18.38,2271,116.7,369.9,7,CNG,Automatic,3,113889
1997,Toyota,32811,17.92,2956,67.5,118.6,7,Diesel,Automatic,1,97818
2010,Renault,69209,15.27,1008,59.8,277.5,6,Diesel,Manual,3,104359
2015,Tata,129672,12.71,1594,95.0,239.2,6,CNG,Automatic,1,89670
2007,Tata,179315,11.44,1623,102.0,127.0,6,Diesel,Manual,3,74247
1997,Tata,128476,22.17,2277,104.6,118.8,7,CNG,Automatic,1,113024
2004,Kia,1202,22.33,1256,54.4,243.4,5,Electric,Manual,1,30000
2016,Maruti,164892,15.26,969,173.4,312.4,5,Petrol,Automatic,1,201895
2012,Maruti,116436,16.36,2297,87.3,194.5,5,CNG,Automatic,2,79975
2000,Mahindra,146241,19.18,2190,154.5,339.1,4,Diesel,Manual,1,136149
2000,Maruti,34969,15.22,1513,40.8,306.6,7,CNG,Manual,2,30000
2012,Volkswagen,64005,22.04,2083,41.9,277.5,7,Electric,Automatic,2,85864
2000,Kia,91871,22.36,1878,87.5,392.8,5,Diesel,Automatic,3,135009
2000,Toyota,4552,15.35,2661,174.8,113.0,7,Electric,Automatic,1,251147
2016,Hyundai,59348,23.31,2633,191.2,279.4,4,Electric,Manual,3,228956
2022,Honda,85382,16.74,2375,141.2,60.4,4,Petrol,Automatic,3,148737
2007,Kia,175849,16.09,1523,52.8,280.3,6,Electric,Manual,3,77827
2008,Renault,81462,22.6,1548,189.4,209.5,6,Electric,Automatic,3,267522
2015,Honda,95023,15.66,2033,152.7,346.0,4,Diesel,Manual,3,149197
2001,Renault,1962,15.18,848,166.4,292.4,5,Diesel,Automatic,3,189888
2007,Toyota,155978,27.69,1001,105.0,143.0,5,Diesel,Automatic,3,124481
2009,Tata,118943,16.74,959,191.4,139.5,6,Petrol,Manual,2,272681
2006,Toyota,193672,20.09,2934,113.6,395.2,7,Petrol,Automatic,2,115078
2015,Mahindra,29950,27.86,935,196.8,289.6,4,Petrol,Manual,1,236758
2021,Volkswagen,17484,11.42,2150,54.8,360.3,5,CNG,Manual,3,112846
1995,Kia,185062,26.5,2054,114.6,344.8,6,Electric,Manual,2,147626
2022,Hyundai,199434,10.88,2746,135.2,114.3,7,CNG,Automatic,1,156017
2019,Kia,16719,21.76,1488,69.2,145.7,6,Diesel,Manual,3,61381
1997,Honda,166236,18.55,1700,100.7,119.8,7,CNG,Automatic,2,135890
2012,Mahindra,168616,28.79,2113,188.6,369.0,4,CNG,Automatic,1,200940
2020,Ford,168810,29.65,2647,114.9,300.6,6,CNG,Automatic,1,143683
2016,Hyundai,178161,27.36,1337,135.0,372.6,4,CNG,Automatic,2,169667
2002,Toyota,114139,22.6,1137,65.9,190.9,6,Diesel,Automatic,1,80667
1996,Maruti,92769,15.29,2940,141.7,74.8,7,CNG,Manual,1,176024
1998,Honda,44291,27.22,2658,151.7,299.9,7,Petrol,Automatic,3,199963
2012,Tata,192567,10.92,2752,108.2,289.6,6,CNG,Manual,3,180412
2022,Hyundai,139755,13.7,1307,134.5,319.2,4,Diesel,Automatic,3,205867
2022,Renault,17500,15.97,1925,51.0,255.3,4,Electric,Manual,2,102625
2019,Ford,22359,23.85,2897,41.2,305.8,4,Electric,Manual,1,60078
2020,Honda,64340,20.24,2806,93.2,233.6,4,Petrol,Automatic,3,124021
2007,Maruti,105120,28.66,823,182.7,129.2,7,Electric,Automatic,3,255287
2009,Volkswagen,77995,16.73,2266,55.4,225.3,6,Petrol,Manual,3,64311
1996,Toyota,67070,23.9,2820,92.3,160.3,4,Petrol,Automatic,3,85971
2004,Toyota,183631,10.77,2355,179.0,194.6,4,CNG,Manual,3,194128
1996,Mahindra,13539,23.62,2209,181.3,308.4,7,CNG,Automatic,1,202617
2023,Honda,151422,18.38,2646,171.5,350.6,4,Petrol,Automatic,2,173305
2015,Hyundai,79257,27.03,1255,178.1,329.2,4,Diesel,Manual,1,191518
2006,Hyundai,165430,22.33,1653,74.9,346.6,7,CNG,Automatic,2,52581
1999,Renault,151272,23.82,2093,115.8,301.3,7,Diesel,Manual,2,113981
2006,Ford,127820,26.78,2719,136.1,317.8,7,Electric,Manual,2,173354
2017,Maruti,189951,10.67,1464,183.4,309.8,6,Diesel,Automatic,1,212506
1995,Kia,73107,29.74,1138,138.9,322.1,7,CNG,Automatic,1,165008
2022,Honda,165337,14.24,2537,52.7,371.3,7,Petrol,Manual,2,92407
1996,Honda,134484,13.76,842,68.5,370.2,5,Diesel,Manual,1,42631
2021,Maruti,70324,26.01,1154,94.2,372.5,7,Petrol,Automatic,3,104371
2010,Toyota,47584,18.47,2342,60.8,249.3,7,Electric,Manual,1,77140
2021,Volkswagen,173965,13.99,1976,191.9,327.7,7,CNG,Automatic,2,234323
2016,Hyundai,129976,13.65,1546,88.1,137.8,6,Petrol,Manual,2,92096
1996,Honda,152735,12.99,2001,146.3,77.5,4,Petrol,Automatic,3,214828
2010,Maruti,195738,18.81,1735,126.6,273.7,7,Diesel,Automatic,2,175456
2014,Honda,3333,11.16,965,184.8,384.4,4,Diesel,Manual,1,236015
2020,Toyota,142139,10.2,1317,112.7,351.5,5,Petrol,Automatic,2,98420
2010,Tata,15185,26.23,1368,42.5,223.8,5,CNG,Manual,2,33361
2000,Honda,98796,21.17,2095,132.7,63.1,6,Petrol,Automatic,1,166405
2007,Tata,18384,15.15,2783,44.1,274.7,4,Electric,Manual,2,97679
2006,Hyundai,138028,11.7,2238,129.4,347.0,5,Diesel,Automatic,1,177256
2017,Renault,4957,23.81,2545,96.2,164.3,6,Petrol,Automatic,3,81805
2004,Mahindra,30933,26.09,1154,49.7,330.9,4,Diesel,Automatic,2,52534
1999,Maruti,88798,19.46,1780,70.9,122.4,7,Electric,Automatic,2,34539
2002,Tata,95628,26.27,2159,114.7,74.0,5,CNG,Manual,2,101104
2000,Honda,167607,27.97,2253,151.3,70.8,6,CNG,Manual,3,203761
1999,Toyota,159868,18.76,1169,93.9,393.5,4,Petrol,Automatic,1,144513
2014,Volkswagen,31945,28.66,2769,46.5,349.7,7,Diesel,Automatic,2,105922
2016,Renault,15061,13.12,2750,52.9,100.5,5,Petrol,Automatic,1,97875
2000,Renault,117337,23.02,2722,124.7,346.0,4,Electric,Manual,2,186838
2016,Renault,91949,18.69,1007,174.2,320.7,4,Diesel,Automatic,1,237253
2011,Mahindra,63185,11.91,1203,80.6,154.9,5,Petrol,Automatic,3,99082
2000,Maruti,56877,28.61,1799,188.4,139.2,7,Diesel,Automatic,3,192913
2011,Kia,35526,25.76,2325,159.1,181.0,6,Electric,Automatic,3,239693
1999,Kia,151149,20.93,1826,172.4,206.0,6,CNG,Automatic,1,245437
2017,Renault,48938,24.87,1111,54.0,98.4,5,Diesel,Manual,1,88456
2011,Honda,186080,19.6,2280,172.3,381.5,6,Electric,Manual,3,206800
2023,Tata,161811,21.71,844,151.7,374.8,7,CNG,Manual,2,148071
2011,Ford,100123,14.05,2967,119.6,295.8,4,Petrol,Automatic,3,101977
2023,Toyota,125243,19.78,969,55.0,199.3,4,Electric,Manual,3,49876
2007,Volkswagen,136906,14.1,1477,117.0,359.3,4,Petrol,Automatic,2,143478
2016,Ford,177576,29.24,2794,164.4,105.6,6,Petrol,Automatic,3,195775
2001,Kia,146331,18.81,1277,128.9,355.7,5,Petrol,Manual,1,138001
2016,Tata,27014,18.49,2307,123.2,286.5,4,Diesel,Automatic,2,200460
2015,Hyundai,101604,29.36,923,67.3,334.6,5,CNG,Automatic,1,71180
2000,Tata,60458,28.95,809,69.9,373.1,7,Diesel,Automatic,2,50322
2023,Honda,77539,24.73,2438,77.4,221.8,4,Diesel,Manual,2,80485
2008,Ford,168247,24.87,1144,146.4,232.5,6,Diesel,Automatic,3,184802
2010,Honda,161205,27.89,2087,140.3,145.3,7,Diesel,Automatic,1,185428
1997,Renault,146029,29.31,1875,131.3,97.2,6,Electric,Automatic,3,168404
2003,Mahindra,91600,27.65,944,118.0,157.1,4,CNG,Automatic,1,84844
2009,Honda,153331,10.47,2876,162.9,366.1,7,Diesel,Automatic,2,203798
2015,Maruti,107561,23.52,2202,151.5,328.8,5,Petrol,Manual,1,174704
2012,Mahindra,87847,29.13,2369,160.4,375.1,7,Electric,Manual,2,202222
2022,Volkswagen,68882,14.51,2582,165.0,122.8,7,CNG,Automatic,1,241513
2004,Volkswagen,100181,20.96,939,50.6,65.7,5,Electric,Automatic,3,61612
2004,Honda,30115,29.93,2355,77.3,138.7,4,Petrol,Manual,1,86495
2017,Toyota,100650,21.16,2984,65.1,116.2,5,CNG,Manual,1,81695
1997,Volkswagen,61446,16.52,2014,110.4,64.7,6,Electric,Manual,1,164989
1995,Toyota,82864,25.07,1464,156.1,312.7,7,Electric,Manual,1,198304
1997,Honda,48271,29.77,2105,160.5,260.9,4,Electric,Manual,3,149475
2019,Tata,48943,11.56,821,100.3,235.2,4,Diesel,Manual,3,141197
1999,Tata,44029,12.5,2907,165.0,312.1,5,Electric,Automatic,2,247113
2001,Maruti,153312,21.69,2830,89.6,338.5,4,CNG,Manual,2,76048
1997,Toyota,28772,25.22,2717,69.0,212.1,6,Petrol,Manual,2,122581
1998,Maruti,34487,25.29,2319,54.4,193.1,7,Electric,Automatic,2,105543
2011,Ford,123274,20.43,2188,159.8,281.4,7,CNG,Automatic,1,144527
1997,Ford,21579,29.34,1186,152.2,368.8,4,Electric,Automatic,3,156107
2017,Tata,171688,23.05,2625,153.4,361.9,4,Diesel,Automatic,2,163192
1998,Hyundai,83683,19.53,2139,180.5,288.9,4,Petrol,Manual,2,234157
1996,Toyota,4398,21.34,1016,106.9,300.2,7,Petrol,Automatic,1,79867
2008,Honda,160153,26.17,2532,152.9,232.5,7,Petrol,Automatic,1,199602
1999,Renault,105048,28.04,1721,200.0,323.5,5,Petrol,Manual,3,272234
2015,Hyundai,5073,26.6,833,106.9,323.0,6,Electric,Manual,3,81993
1996,Volkswagen,18226,21.83,2293,98.7,327.5,7,Electric,Automatic,2,162076
2009,Hyundai,97778,11.39,1922,194.8,186.0,7,Electric,Automatic,3,209506
2005,Maruti,81844,24.58,876,189.4,94.0,4,Petrol,Automatic,3,267826
2016,Kia,188432,25.2,2676,76.4,396.8,6,CNG,Manual,2,100062
2004,Honda,11243,11.77,1510,181.3,282.2,7,Petrol,Manual,1,223724
2014,Renault,160192,16.3,1985,159.3,315.5,5,Diesel,Manual,2,180119
1995,Ford,10218,11.69,1134,196.6,211.7,7,Electric,Automatic,2,178888
2013,Maruti,161119,18.13,2370,191.7,136.4,5,Diesel,Manual,2,219110
2008,Tata,153393,20.79,2045,116.2,333.1,7,Petrol,Automatic,2,114699
2019,Renault,147628,13.4,2082,58.2,289.5,5,Petrol,Manual,1,74337
2020,Tata,85811,22.02,1199,131.9,270.0,5,Diesel,Automatic,3,140231
2017,Kia,126089,25.33,2770,136.3,179.7,5,Petrol,Automatic,3,204796
2023,Volkswagen,81459,27.59,920,178.1,286.5,7,Electric,Manual,1,168999
2016,Honda,25116,27.31,1698,46.4,218.4,5,Electric,Manual,2,30000
2008,Tata,91405,23.23,1988,172.6,182.7,4,Electric,Manual,1,203883
1995,Volkswagen,145846,23.78,937,79.0,288.5,5,Diesel,Manual,3,81765
2019,Toyota,61756,12.3,1262,177.1,297.5,7,Petrol,Manual,3,178436
2023,Volkswagen,88798,14.4,2817,132.9,72.8,6,Diesel,Manual,3,159594
2003,Honda,6123,29.29,2339,103.3,236.5,6,Electric,Manual,3,156493
2011,Renault,78514,29.98,1524,194.7,312.7,7,CNG,Manual,1,260623
2008,Ford,184673,10.44,2345,164.7,152.1,7,Diesel,Manual,1,223904
2007,Ford,98865,25.26,2841,80.9,269.4,6,Electric,Automatic,1,60662
2007,Mahindra,94126,22.62,2455,41.6,93.1,5,Diesel,Automatic,1,66153
2000,Maruti,72441,10.63,928,173.9,254.1,4,CNG,Manual,2,154442
2001,Tata,168018,21.57,1545,163.9,216.7,6,Diesel,Automatic,2,195848
1996,Tata,86275,21.83,2600,176.9,135.6,4,Electric,Manual,3,223377
2020,Honda,152224,16.74,2909,177.1,297.3,6,Petrol,Manual,3,227352
2002,Mahindra,142279,28.42,2123,68.4,239.0,5,Petrol,Manual,3,74614
2018,Kia,71217,29.89,1298,44.0,246.1,6,CNG,Automatic,3,30000
2000,Ford,50889,28.51,1923,69.7,68.2,6,Diesel,Automatic,1,86021
2019,Renault,151262,10.1,2086,163.2,273.0,6,Petrol,Automatic,1,197974
1997,Kia,185708,14.79,2947,160.1,67.7,6,Electric,Manual,1,220581
2012,Tata,189509,20.65,1311,90.1,64.6,5,Electric,Automatic,3,133686
2012,Mahindra,52391,25.68,926,76.7,97.1,6,CNG,Manual,1,121285
2016,Volkswagen,27258,12.28,2210,112.3,168.6,4,CNG,Manual,2,179872
2017,Mahindra,123625,21.23,2176,159.0,300.8,5,CNG,Manual,2,227587
2000,Mahindra,31417,14.5,2528,100.3,107.4,6,Petrol,Automatic,1,170137
2005,Toyota,31541,18.12,1445,104.0,389.0,5,Electric,Automatic,1,161080
1997,Hyundai,108972,28.76,963,68.5,283.8,6,Diesel,Manual,2,36480
2010,Ford,94241,17.18,1408,151.0,337.7,6,Diesel,Manual,1,184906
1999,Ford,5753,22.37,1336,81.8,145.9,7,CNG,Manual,3,88624
2018,Renault,45274,13.78,2824,74.4,270.0,5,Electric,Manual,3,120640
2016,Renault,3710,11.53,1549,130.8,331.5,7,Petrol,Manual,3,125418
1996,Renault,71961,28.3,2433,93.3,238.1,4,Electric,Automatic,3,118913
2009,Kia,68203,29.84,1188,111.6,357.2,4,CNG,Manual,1,141417
2010,Tata,11849,10.52,2085,129.7,235.3,5,Petrol,Automatic,2,157736
2001,Toyota,39923,19.58,2727,72.7,215.7,6,Electric,Manual,2,111943
